DataSet;Project;Package;Class;Method;Smell;Multiclass;Severity;ATFD_method;FDP_method;MAXNESTING_method;LOC_method;CYCLO_method;NOLV_method;NOAV_method;FANOUT_method;CFNAMM_method;ATLD_method;CINT_method;CDISP_method;AMW_type;ATFD_type;CFNAMM_type;DIT_type;FANOUT_type;LCOM5_type;LOCNAMM_type;LOC_package;LOC_type;NIM_type;NOA_type;NOCS_package;NOCS_project;NOMNAMM_project;NOMNAMM_type;NOM_project;RFC_type;TCC_type;WMCNAMM_type;WMC_type;WOC_type;NOM_type;AMWNAMM_type;NOCS_type;NOM_package;NOMNAMM_package;LOCNAMM_package;LOC_project;LOCNAMM_project;NOAM_type;NOP_method;MaMCL_method;MeMCL_method;CLNAMM_method;num_not_final_not_static_attributes;number_private_visibility_attributes
long_method;MonoGame.Framework.Content.Pipeline;MonoGame.Framework.Content.Pipeline.Builder;PipelineManager;GetProcessorDefaultValues(string processorName);1;1;4;0;0;4;32;6;5;6;0;1;14;0;0;4.344827586206897;12;55;1;12;0.8809523809523809;150;1490;920;29;6;11;281;553;13;877;42;0.1286549707602339;126;126;0.6551724137931034;29;9.692307692307692;0;55;33;338;24285;8544;0;1;2;2;1;4;6
long_method;MonoGame.Framework.Content.Pipeline;MonoGame.Framework.Content.Pipeline.Builder;PipelineProcessorContext;BuildAndLoadAsset(ExternalReference<TInput> sourceAsset, string processorName, OpaqueDataDictionary processorParameters, string importerName);0;0;0;0;2;0;29;2;8;8;2;4;23;4;0.5;1.4;2;7;1;4;0;23;1490;100;5;2;11;281;553;0;877;30;1;7;7;1;5;0;0;55;33;338;24285;8544;0;4;3;2.1666666666666665;0;0;2
long_method;MonoGame.Framework.Content.Pipeline;MonoGame.Framework.Utilities;CurrentPlatform;Init();0;0;0;0;1;3;47;13;2;2;0;0;9;0;0;7;2;0;1;0;0;15;390;82;0;2;7;281;553;1;877;2;0;14;14;0;2;14;0;19;16;96;24285;8544;0;0;2;2;1;0;2
long_method;MonoGame.Framework.iOS;Microsoft.Devices.Sensors;Compass;Dispose(bool disposing);0;0;0;0;1;3;13;4;1;1;1;2;10;1;1;3;7;3;1;2;0.72;38;325;115;6;5;7;377;914;2;1863;25;1;18;18;0.3333333333333333;6;9;0;16;7;153;61066;24892;0;1;2;2;1;1;3
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework;BoundingFrustum;Contains(ref BoundingBox box, out ContainmentType result);0;0;0;5;2;2;19;6;5;5;1;1;15;1;1;2.0384615384615383;31;23;1;7;856;278;6348;564;25;5;38;377;914;15;1863;35;0.05627705627705628;53;53;0.8461538461538461;26;3.533333333333333;0;327;202;2869;61066;24892;0;2;2;2;0;1;3
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;Curve;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;5.5;19;6;1;1;0.6666666666666667;104;6348;323;8;3;38;377;914;3;1863;9;0.2;44;44;0.75;8;14.666666666666666;0;327;202;2869;61066;24892;0;1;0;0;0;3;3
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;CurveKeyCollection;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.5;1;1;1;0;0;120;6348;183;10;1;38;377;914;0;1863;10;1;15;15;0.9;10;0;0;327;202;2869;61066;24892;0;1;0;0;0;0;1
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;DrawableGameComponent;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.2857142857142858;4;2;1;0;0.9166666666666666;64;6348;110;7;4;38;377;914;5;1863;25;0;9;9;0.2857142857142857;7;1.8;0;327;202;2869;61066;24892;0;1;0;0;0;4;4
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;GameComponentCollection;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1.6666666666666667;0;5;1;2;0;24;6348;65;6;0;38;377;914;6;1863;7;0;10;10;0;6;1.6666666666666667;0;327;202;2869;61066;24892;0;1;0;0;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;GameServiceContainer;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;2.4;1;1;1;1;0.25;58;6348;100;5;1;38;377;914;2;1863;6;0.3;12;12;1;5;6;0;327;202;2869;61066;24892;0;1;0;0;0;1;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework;iOSGamePlatform;BeginObservingUIApplication();0;0;0;0;0;1;18;2;1;1;0;0;3;0;0;1.6842105263157894;4;12;1;8;875;83;6348;281;19;4;38;377;914;13;1863;65;0.07692307692307693;32;32;0.5789473684210527;19;2.4615384615384617;0;327;202;2869;61066;24892;0;0;3;2.2;0;4;4
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework;iOSGamePlatform;Dispose(bool disposing);0;0;0;0;1;2;20;4;1;1;1;1;5;1;1;1.6842105263157894;4;12;1;8;875;83;6348;281;19;4;38;377;914;13;1863;65;0.07692307692307693;32;32;0.5789473684210527;19;2.4615384615384617;0;327;202;2869;61066;24892;0;1;3;2.2;0;4;4
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;iOSGamePlatform;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;1.6842105263157894;4;12;1;8;875;83;6348;281;19;4;38;377;914;13;1863;65;0.07692307692307693;32;32;0.5789473684210527;19;2.4615384615384617;0;327;202;2869;61066;24892;0;1;0;0;0;4;4
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework;iOSGameViewController;LoadView();0;0;0;0;0;2;36;5;2;2;0;0;5;0;0;1.7142857142857142;1;4;1;2;0.6666666666666667;109;6348;199;7;1;38;377;914;5;1863;10;0.047619047619047616;12;12;1;7;2.4;0;327;202;2869;61066;24892;0;0;2;2;0;1;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework;OrientationConverter;UIDeviceOrientationToDisplayOrientation(UIDeviceOrientation orientation);0;0;0;6;1;1;16;8;1;1;0;0;7;0;0;6.25;14;1;1;0;0;6;6348;73;0;0;38;377;914;4;1863;4;0;25;25;1;4;6.25;0;327;202;2869;61066;24892;0;1;0;0;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework;OrientationConverter;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;6.25;14;1;1;0;0;6;6348;73;0;0;38;377;914;4;1863;4;0;25;25;1;4;6.25;0;327;202;2869;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;AudioEngine;ReadNullTerminatedStrings(uint count, BinaryReader reader);0;0;0;0;0;2;16;3;5;5;0;0;5;0;0;2.8181818181818183;19;5;1;4;0.8642857142857143;234;6568;388;9;14;34;377;914;4;1863;15;0.16666666666666666;31;31;0.45454545454545453;11;7.75;0;215;79;2904;61066;24892;0;2;2;2;0;3;9
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;AudioEngine;Update();1;1;4;4;3;3;40;6;9;9;2;2;25;2;1;2.8181818181818183;19;5;1;4;0.8642857142857143;234;6568;388;9;14;34;377;914;4;1863;15;0.16666666666666666;31;31;0.45454545454545453;11;7.75;0;215;79;2904;61066;24892;0;0;2;2;0;3;9
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;AudioLoader;AdpcmImaWavExpandNibble(ref ImaState channel, int nibble);1;1;4;0;1;2;28;9;3;3;0;0;7;0;0;11;30;3;1;0;0.8395061728395061;99;6568;637;0;9;34;377;914;5;1863;10;0;110;110;0.3;10;22;0;215;79;2904;61066;24892;0;2;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;AudioLoader;ConvertMsAdpcmToPcm(byte[] buffer, int offset, int count, int channels, int blockAlignment);1;2;5;0;1;3;148;21;23;23;0;0;31;0;0;11;30;3;1;0;0.8395061728395061;99;6568;637;0;9;34;377;914;5;1863;10;0;110;110;0.3;10;22;0;215;79;2904;61066;24892;0;5;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;AudioLoader;LoadWave(BinaryReader reader, out ALFormatformat, out int frequency, out int channels, out int blockAlignment, out int bitsPerSample, out int samplesPerBlock, out int sampleCount);1;2;5;0;1;6;122;26;19;24;0;2;40;0;0;11;30;3;1;0;0.8395061728395061;99;6568;637;0;9;34;377;914;5;1863;10;0;110;110;0.3;10;22;0;215;79;2904;61066;24892;0;8;3;2.1363636363636362;2;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;Cue;Play();0;0;0;4;2;2;19;2;2;11;1;2;40;1;1;3.3846153846153846;18;21;1;13;0.7604166666666666;115;6568;362;13;8;34;377;914;2;1863;27;0.5333333333333333;44;44;0.6153846153846154;13;22;0;215;79;2904;61066;24892;0;0;3;2.75;1;3;8
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;Cue;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;3.3846153846153846;18;21;1;13;0.7604166666666666;115;6568;362;13;8;34;377;914;2;1863;27;0.5333333333333333;44;44;0.6153846153846154;13;22;0;215;79;2904;61066;24892;0;1;0;0;0;3;8
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;OALSoundBuffer;BindDataBuffer(byte[] dataBuffer, ALFormat format, int size, int sampleRate, int sampleAlignment = 0);1;1;4;9;5;1;30;8;8;8;3;4;33;10;0.3;4.333333333333333;13;8;1;5;375;29;6568;89;3;4;34;377;914;1;1863;8;0.3333333333333333;13;13;0.6666666666666666;3;13;0;215;79;2904;61066;24892;0;5;2;2;0;4;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;OpenALSoundController;CleanUpOpenAL();0;0;0;0;1;1;15;3;0;0;3;3;7;3;1;3;18;21;1;17;0.8444444444444444;125;6568;405;8;10;34;377;914;3;1863;16;0.07142857142857142;30;30;0.7;10;10;0;215;79;2904;61066;24892;0;0;2;2;0;7;7
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;OpenALSoundController;OpenSoundController();1;2;5;0;3;2;140;7;5;8;6;6;30;12;0.5;3;18;21;1;17;0.8444444444444444;125;6568;405;8;10;34;377;914;3;1863;16;0.07142857142857142;30;30;0.7;10;10;0;215;79;2904;61066;24892;0;0;3;2.0434782608695654;0;7;7
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;PlayWaveEvent;Stop();0;0;0;1;1;2;13;3;0;0;1;2;6;2;0.5;4.909090909090909;28;15;1;8;0.7863636363636364;77;6568;283;11;22;34;377;914;1;1863;33;0.7777777777777778;54;54;0.8181818181818182;11;54;0;215;79;2904;61066;24892;0;0;2;2;0;11;22
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;SoundBank;GetCue(string name);0;0;0;0;0;1;19;4;4;4;1;1;11;1;1;3.1666666666666665;6;8;1;4;0.6;246;6568;340;6;6;34;377;914;2;1863;10;0.6;19;19;0.6666666666666666;6;9.5;0;215;79;2904;61066;24892;0;1;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;SoundBank;PlayCue(string name, AudioListener listener,AudioEmitter emitter);0;0;0;0;0;1;20;4;6;6;1;3;15;3;0.3333333333333333;3.1666666666666665;6;8;1;4;0.6;246;6568;340;6;6;34;377;914;2;1863;10;0.6;19;19;0.6666666666666666;6;9.5;0;215;79;2904;61066;24892;0;3;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;SoundBank;PlayCue(string name);0;0;0;0;0;1;18;4;4;4;1;2;12;2;0.5;3.1666666666666665;6;8;1;4;0.6;246;6568;340;6;6;34;377;914;2;1863;10;0.6;19;19;0.6666666666666666;6;9.5;0;215;79;2904;61066;24892;0;1;2;2;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;SoundEffectInstancePool;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;3.1666666666666665;3;6;1;3;0.13333333333333341;54;6568;185;0;3;34;377;914;0;1863;9;1;19;19;0;6;0;0;215;79;2904;61066;24892;0;1;0;0;0;0;3
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;XactSound;Play(float volume, AudioEngine engine);1;1;4;6;4;3;56;9;8;11;4;10;55;8;0.5;5.6;28;25;1;17;0.6339869281045751;120;6568;381;10;17;34;377;914;0;1863;27;1;56;56;0.4;10;0;0;215;79;2904;61066;24892;0;2;2;2;3;7;16
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;XactSound;SetCuePan(float pan);0;0;0;0;1;2;13;4;1;1;1;1;8;1;1;5.6;28;25;1;17;0.6339869281045751;120;6568;381;10;17;34;377;914;0;1863;27;1;56;56;0.4;10;0;0;215;79;2904;61066;24892;0;1;2;2;0;7;16
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;XactSound;Update(float dt);0;0;0;0;2;3;19;6;1;1;2;2;13;2;1;5.6;28;25;1;17;0.6339869281045751;120;6568;381;10;17;34;377;914;0;1863;27;1;56;56;0.4;10;0;0;215;79;2904;61066;24892;0;1;2;2;0;7;16
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Audio;XactSound;UpdateCategoryVolume(float categoryVolume);0;0;0;0;1;2;16;4;2;2;0;0;10;0;0;5.6;28;25;1;17;0.6339869281045751;120;6568;381;10;17;34;377;914;0;1863;27;1;56;56;0.4;10;0;0;215;79;2904;61066;24892;0;1;2;2;0;7;16
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;BasicEffectReader;Read(ContentReader input, BasicEffect existingInstance);0;0;0;0;1;1;18;2;4;4;2;3;16;5;0.4;2;0;3;2;2;0;3;3708;21;1;0;76;377;914;1;1863;13;0;2;2;0;1;2;0;140;88;948;61066;24892;0;2;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;ContentReader;ReadSharedResource(Action<T> fixup);0;0;0;0;0;2;15;3;3;3;0;1;7;0;0;1.5416666666666667;37;28;1;8;0.9293478260869565;56;3708;285;24;8;76;377;914;17;1863;41;0.017316017316017316;37;37;0.6666666666666666;24;2.176470588235294;0;140;88;948;61066;24892;0;1;2;2;1;8;6
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;ContentTypeReaderManager;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;4.4;7;3;1;2;0.6428571428571429;52;3708;247;2;7;76;377;914;0;1863;7;0.4;22;22;0.8;5;0;0;140;88;948;61066;24892;0;1;0;0;0;1;6
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;CurveReader;Read(ContentReader input, Curve existingInstance);0;0;0;0;1;1;23;3;10;10;1;1;18;1;1;3;0;1;2;1;0;3;3708;26;1;0;76;377;914;1;1863;11;0;3;3;0;1;3;0;140;88;948;61066;24892;0;2;3;2.111111111111111;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;LzxDecoder;ReadHuffSym(ushort[] table, byte[] lengths, uint nsyms, uint nbits, BitBuffer bitbuf);1;1;4;0;0;3;18;5;7;12;1;4;19;4;0.25;9.181818181818182;120;17;1;4;0.5555555555555556;137;3708;694;4;3;76;377;914;3;1863;11;0;101;101;0.7272727272727273;11;33.666666666666664;1;140;88;948;61066;24892;0;5;2;2;0;1;1
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;LzxDecoder;ReadLengths(byte[] lens, uint first, uintlast, BitBuffer bitbuf);1;1;4;0;2;5;44;11;7;28;1;3;41;4;0.25;9.181818181818182;120;17;1;4;0.5555555555555556;137;3708;694;4;3;76;377;914;3;1863;11;0;101;101;0.7272727272727273;11;33.666666666666664;1;140;88;948;61066;24892;0;4;2;2;3;1;1
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;MatrixReader;Read(ContentReader input, Matrix existingInstance);0;0;0;0;0;0;20;1;18;18;0;0;18;0;0;1;0;0;2;0;0;3;3708;23;1;0;76;377;914;1;1863;10;0;1;1;0;1;1;0;140;88;948;61066;24892;0;2;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;ModelReader;ReadBoneReference(ContentReader reader, uint boneCount);0;0;0;0;0;1;27;3;3;3;0;0;3;0;0;7.5;0;8;2;4;0;13;3708;185;1;0;76;377;914;2;1863;18;0;15;15;0;2;7.5;0;140;88;948;61066;24892;0;2;2;2;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;MultiArrayReader;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4.666666666666667;1;4;2;2;0;9;3708;73;2;1;76;377;914;1;1863;15;0.3333333333333333;14;14;0;3;14;0;140;88;948;61066;24892;0;1;0;0;0;1;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;ReflectiveReader;Read(ContentReader input, object existingInstance);0;0;0;0;0;1;22;5;4;4;1;1;10;1;1;11.333333333333334;3;11;1;7;0;23;3708;177;2;3;76;377;914;1;1863;17;1;34;34;0;3;34;0;140;88;948;61066;24892;0;2;2;2;0;3;3
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;SoundEffectReader;Read(ContentReader input, SoundEffect existingInstance);0;0;0;0;3;0;47;1;10;10;1;1;15;1;1;1;0;1;2;1;0;3;3708;50;1;0;76;377;914;1;1863;11;0;1;1;0;1;1;0;140;88;948;61066;24892;0;2;3;2.2222222222222223;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;Texture2DReader;Read(ContentReader reader, Texture2DexistingInstance);1;2;5;0;4;4;161;45;27;27;5;7;58;18;0.2777777777777778;45;0;7;2;5;0;8;3708;169;1;0;76;377;914;1;1863;17;0;45;45;0;1;45;0;140;88;948;61066;24892;0;2;4;2.121212121212121;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;Texture3DReader;Read(ContentReader reader, Texture3DexistingInstance);1;1;4;0;1;1;39;3;11;11;3;4;20;4;0.75;3;0;4;2;3;0;3;3708;42;1;0;76;377;914;1;1863;14;0;3;3;0;1;3;0;140;88;948;61066;24892;0;2;3;2.1333333333333333;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Content;VideoReader;Read(ContentReader input, Video existingInstance);0;0;0;0;3;1;27;2;9;9;1;3;18;6;0.16666666666666666;2;0;3;2;1;0;3;3708;30;1;0;76;377;914;1;1863;13;0;2;2;0;1;2;0;140;88;948;61066;24892;0;2;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Design;VectorConversion;CanConvertTo(ITypeDescriptorContext context, Type destinationType);0;0;0;0;0;1;15;6;2;2;0;0;4;0;0;6;10;1;1;1;0;4;226;38;0;0;4;377;914;2;1863;3;0;12;12;1;2;6;0;14;14;22;61066;24892;0;2;2;2;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;DirectionalLight;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;7;0;1;0;0;40;18914;95;0;7;115;377;914;0;1863;0;0;0;0;0;0;0;0;518;297;7021;61066;24892;0;1;0;0;0;7;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;DxtUtil;DecompressDxt1Block(BinaryReader imageReader, int x, int y, int blockCountX, int width, int height, byte[] imageData);1;1;4;0;0;4;86;16;26;31;0;1;31;0;0;7.1;0;6;1;0;0;12;18914;396;0;0;115;377;914;10;1863;10;0;71;71;0;10;7.1;0;518;297;7021;61066;24892;0;7;2;2;2;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;DxtUtil;DecompressDxt5Block(BinaryReader imageReader, int x, int y, int blockCountX, int width, int height, byte[] imageData);1;2;5;0;0;7;92;15;30;35;0;1;35;0;0;7.1;0;6;1;0;0;12;18914;396;0;0;115;377;914;10;1863;10;0;71;71;0;10;7.1;0;518;297;7021;61066;24892;0;7;2;2;2;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;DxtUtil;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;7.1;0;6;1;0;0;12;18914;396;0;0;115;377;914;10;1863;10;0;71;71;0;10;7.1;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;Effect;ReadEffect(BinaryReader reader);1;1;4;0;1;2;52;5;13;45;0;3;118;0;0;4.6;9;11;1;4;0.7222222222222222;135;18914;442;7;2;115;377;914;7;1863;28;0;46;46;0.1;10;6.571428571428571;0;518;297;7021;61066;24892;0;1;2;2;3;1;2
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;Effect;ReadParameters(BinaryReader reader);1;1;4;0;2;4;71;11;16;19;0;2;34;0;0;4.6;9;11;1;4;0.7222222222222222;135;18914;442;7;2;115;377;914;7;1863;28;0;46;46;0.1;10;6.571428571428571;0;518;297;7021;61066;24892;0;1;2;2;3;1;2
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;Effect;ReadPasses(BinaryReader reader, Effect effect, Shader[] shaders);1;1;4;0;3;2;78;7;13;16;0;1;68;0;0;4.6;9;11;1;4;0.7222222222222222;135;18914;442;7;2;115;377;914;7;1863;28;0;46;46;0.1;10;6.571428571428571;0;518;297;7021;61066;24892;0;3;2;2;1;1;2
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;Effect;;1;2;11;0;0;1;3;1;1;1;0;0;0;0;0;4.6;9;11;1;4;0.7222222222222222;135;18914;442;7;2;115;377;914;7;1863;28;0;46;46;0.1;10;6.571428571428571;0;518;297;7021;61066;24892;0;1;0;0;0;1;2
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectAnnotation;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;0;0;0;1;0;0;24;18914;36;0;0;115;377;914;0;1863;0;0;0;0;0;0;0;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectHelpers;;1;1;10;0;0;1;3;1;1;1;0;0;0;0;0;2.6;0;11;1;6;0;28;18914;204;0;0;115;377;914;5;1863;11;0;13;13;0;5;2.6;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;GetDataValueString();0;0;0;0;1;3;57;9;5;5;0;0;13;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;0;2;2;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;GetValueVector3Array();0;0;0;2;3;2;17;6;3;7;0;1;25;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;0;2;2;1;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;GetValueVector4Array();0;0;0;2;3;2;17;6;3;7;0;1;25;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;0;2;2;1;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;SetValue(Matrix value);1;1;4;57;3;5;101;13;6;6;0;0;33;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;SetValue(Texture value);0;0;0;5;1;1;14;6;1;1;0;0;11;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;EffectParameter;SetValueTranspose(Matrix value);1;1;4;57;3;5;101;13;6;6;0;0;33;0;0;4.823529411764706;236;14;1;1;0;153;18914;895;34;0;115;377;914;34;1863;35;0;164;164;0.9705882352941176;34;4.823529411764706;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;GraphicsAdapter;IsProfileSupported(GraphicsProfile graphicsProfile);0;0;0;2;1;1;17;5;2;2;0;0;6;0;0;6.333333333333333;17;0;1;0;1;231;18914;399;3;4;115;377;914;3;1863;3;0;19;19;1;3;6.333333333333333;0;518;297;7021;61066;24892;0;1;0;0;0;3;3
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;GraphicsExtensions;GetSize(this SurfaceFormat surfaceFormat);0;0;0;41;1;1;58;43;1;1;0;0;43;0;0;15.45;296;4;1;2;0.9473684210526316;96;18914;974;0;1;115;377;914;19;1863;21;0;309;309;0.95;20;16.263157894736842;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;GraphicsExtensions;IsCompressedFormat(this SurfaceFormat format);0;0;0;20;1;1;28;22;1;1;0;0;22;0;0;15.45;296;4;1;2;0.9473684210526316;96;18914;974;0;1;115;377;914;19;1863;21;0;309;309;0.95;20;16.263157894736842;0;518;297;7021;61066;24892;0;1;0;0;0;0;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;Model;BuildHierarchy(ModelBone node, Matrix parentTransform, int level);0;0;0;0;1;1;18;2;3;3;0;0;8;0;0;3.8333333333333335;4;5;1;3;0.9;94;18914;206;6;2;115;377;914;5;1863;9;0;23;23;0.6666666666666666;6;4.6;0;518;297;7021;61066;24892;0;3;0;0;0;1;2
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;ModelBone;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;1;3;0;1;0;0.33333333333333337;38;18914;65;2;3;115;377;914;0;1863;2;0;2;2;1;2;0;0;518;297;7021;61066;24892;0;1;0;0;0;3;2
large_class;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;ModelMesh;;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0;4;2;0;1;0;0;51;18914;83;1;1;115;377;914;0;1863;1;0;4;4;1;1;0;0;518;297;7021;61066;24892;0;1;0;0;0;1;1
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SkinnedEffect;OnApply();1;1;4;0;3;3;48;10;2;2;1;3;36;3;0.3333333333333333;4;32;6;2;4;0.7032258064516129;308;18914;517;6;31;115;377;914;1;1863;49;0.4;24;24;0.6666666666666666;6;24;0;518;297;7021;61066;24892;0;0;2;2;0;30;0
long_method;MonoGame.Framework.iOS;Microsoft.Xna.Framework.Graphics;SpriteBatch;Draw(Texture2D texture, Rectangle destinationRectangle, Color color);0;0;0;7;5;0;21;2;4;5;2;4;28;2;1;5.666666666666667;352;48;1;22;0.7692307692307693;219;18914;1139;21;13;115;377;914;3;1863;42;0.4238095238095238;119;119;0.7142857142857143;21;39.666666666666664;0;518;297;7021;61066;24892;0;3;2;2;2;11;0
